Chemical_Formula,CIF_Base_Name,Total_Energy_eV,Energy_per_Atom_eV,Relaxed_CIF_Path,SG_ori
Sc6Al26N32,xtal_59,-392.85107421875,-6.138298034667969,db://35/xtal_59.cif,35
Sc6Al26N32,xtal_6,-423.216552734375,-6.612758636474609,db://35/xtal_6.cif,35
Sc6Al26N32,xtal_60,-422.9131164550781,-6.608017444610596,db://35/xtal_60.cif,35
Sc6Al26N32,xtal_61,-408.12921142578125,-6.377018928527832,db://35/xtal_61.cif,35
Sc6Al26N32,xtal_65,-404.9859313964844,-6.327905178070068,db://35/xtal_65.cif,35
Sc6Al26N32,xtal_66,-384.1925048828125,-6.003007888793945,db://35/xtal_66.cif,35
Sc6Al26N32,xtal_68,-390.3513488769531,-6.099239826202393,db://35/xtal_68.cif,35
Sc6Al26N32,xtal_69,-439.3479309082031,-6.864811420440674,db://35/xtal_69.cif,35
Sc6Al26N32,xtal_7,-385.4187927246094,-6.0221686363220215,db://35/xtal_7.cif,35
Sc6Al26N32,xtal_71,-398.48834228515625,-6.226380348205566,db://35/xtal_71.cif,35
Sc6Al26N32,xtal_72,-410.3660888671875,-6.411970138549805,db://35/xtal_72.cif,35
Sc6Al26N32,xtal_74,-404.549560546875,-6.321086883544922,db://35/xtal_74.cif,35
Sc6Al26N32,xtal_77,-391.6847839355469,-6.12007474899292,db://35/xtal_77.cif,35
Sc6Al26N32,xtal_8,-404.6325378417969,-6.322383403778076,db://35/xtal_8.cif,35
Sc6Al26N32,xtal_80,-419.08343505859375,-6.548178672790527,db://35/xtal_80.cif,35
Sc6Al26N32,xtal_83,-397.8931884765625,-6.217081069946289,db://35/xtal_83.cif,35
Sc6Al26N32,xtal_84,-415.0440979003906,-6.4850640296936035,db://35/xtal_84.cif,35
Sc6Al26N32,xtal_85,-371.4324035644531,-5.80363130569458,db://35/xtal_85.cif,35
Sc6Al26N32,xtal_86,-391.1403503417969,-6.111567974090576,db://35/xtal_86.cif,35
Sc6Al26N32,xtal_87,-391.62957763671875,-6.1192121505737305,db://35/xtal_87.cif,35
Sc6Al26N32,xtal_92,-379.9645080566406,-5.93694543838501,db://35/xtal_92.cif,35
Sc6Al26N32,xtal_95,-442.8636474609375,-6.919744491577148,db://35/xtal_95.cif,35
Sc6Al26N32,xtal_96,-403.70977783203125,-6.307965278625488,db://35/xtal_96.cif,35
Sc6Al26N32,xtal_98,-406.3462219238281,-6.3491597175598145,db://35/xtal_98.cif,35
Sc6Al26N32,xtal_1,-380.15924072265625,-5.939988136291504,db://38/xtal_1.cif,38
Sc6Al26N32,xtal_10,-386.53692626953125,-6.039639472961426,db://38/xtal_10.cif,38
Sc6Al26N32,xtal_100,-410.387939453125,-6.412311553955078,db://38/xtal_100.cif,38
Sc6Al26N32,xtal_14,-389.4479064941406,-6.085123538970947,db://38/xtal_14.cif,38
Sc6Al26N32,xtal_16,-381.1634826660156,-5.955679416656494,db://38/xtal_16.cif,38
Sc6Al26N32,xtal_18,-403.8229675292969,-6.309733867645264,db://38/xtal_18.cif,38
Sc6Al26N32,xtal_19,-405.7627258300781,-6.340042591094971,db://38/xtal_19.cif,38
Sc6Al26N32,xtal_2,-424.3353576660156,-6.630239963531494,db://38/xtal_2.cif,38
Sc6Al26N32,xtal_20,-407.65545654296875,-6.369616508483887,db://38/xtal_20.cif,38
Sc6Al26N32,xtal_21,-391.16949462890625,-6.11202335357666,db://38/xtal_21.cif,38
Sc6Al26N32,xtal_25,-418.185791015625,-6.534152984619141,db://38/xtal_25.cif,38
Sc6Al26N32,xtal_26,-444.8683166503906,-6.9510674476623535,db://38/xtal_26.cif,38
Sc6Al26N32,xtal_27,-431.9233703613281,-6.748802661895752,db://38/xtal_27.cif,38
Sc6Al26N32,xtal_30,-400.09149169921875,-6.251429557800293,db://38/xtal_30.cif,38
Sc6Al26N32,xtal_31,-425.55511474609375,-6.649298667907715,db://38/xtal_31.cif,38
Sc6Al26N32,xtal_32,-414.0376281738281,-6.4693379402160645,db://38/xtal_32.cif,38
Sc6Al26N32,xtal_33,-420.06927490234375,-6.563582420349121,db://38/xtal_33.cif,38
Sc6Al26N32,xtal_34,-407.26727294921875,-6.363551139831543,db://38/xtal_34.cif,38
Sc6Al26N32,xtal_36,-384.05718994140625,-6.000893592834473,db://38/xtal_36.cif,38
Sc6Al26N32,xtal_38,-395.6708068847656,-6.182356357574463,db://38/xtal_38.cif,38
Sc6Al26N32,xtal_39,-416.35101318359375,-6.505484580993652,db://38/xtal_39.cif,38
Sc6Al26N32,xtal_41,-395.5641784667969,-6.180690288543701,db://38/xtal_41.cif,38
Sc6Al26N32,xtal_44,-383.5700378417969,-5.993281841278076,db://38/xtal_44.cif,38
Sc6Al26N32,xtal_45,-422.95599365234375,-6.608687400817871,db://38/xtal_45.cif,38
Sc6Al26N32,xtal_47,-447.1224365234375,-6.986288070678711,db://38/xtal_47.cif,38
Sc6Al26N32,xtal_48,-397.5340576171875,-6.211469650268555,db://38/xtal_48.cif,38
Sc6Al26N32,xtal_49,-413.9298400878906,-6.467653751373291,db://38/xtal_49.cif,38
Sc6Al26N32,xtal_51,-419.4961242675781,-6.554626941680908,db://38/xtal_51.cif,38
Sc6Al26N32,xtal_52,-387.2261962890625,-6.050409317016602,db://38/xtal_52.cif,38
Sc6Al26N32,xtal_53,-434.2713317871094,-6.785489559173584,db://38/xtal_53.cif,38
Sc6Al26N32,xtal_57,-432.5237731933594,-6.75818395614624,db://38/xtal_57.cif,38
Sc6Al26N32,xtal_58,-388.7800598144531,-6.07468843460083,db://38/xtal_58.cif,38
Sc6Al26N32,xtal_61,-384.24688720703125,-6.003857612609863,db://38/xtal_61.cif,38
Sc6Al26N32,xtal_62,-306.3370666503906,-4.7865166664123535,db://38/xtal_62.cif,38
Sc6Al26N32,xtal_64,-429.3731689453125,-6.708955764770508,db://38/xtal_64.cif,38
Sc6Al26N32,xtal_65,-412.4525451660156,-6.444571018218994,db://38/xtal_65.cif,38
Sc6Al26N32,xtal_66,-388.44390869140625,-6.069436073303223,db://38/xtal_66.cif,38
Sc6Al26N32,xtal_68,-409.2026062011719,-6.3937907218933105,db://38/xtal_68.cif,38
Sc6Al26N32,xtal_7,-401.9343566894531,-6.280224323272705,db://38/xtal_7.cif,38
Sc6Al26N32,xtal_71,-412.93853759765625,-6.452164649963379,db://38/xtal_71.cif,38
Sc6Al26N32,xtal_72,-403.9013977050781,-6.310959339141846,db://38/xtal_72.cif,38
Sc6Al26N32,xtal_73,-403.79638671875,-6.309318542480469,db://38/xtal_73.cif,38
Sc6Al26N32,xtal_74,-425.43572998046875,-6.647433280944824,db://38/xtal_74.cif,38
Sc6Al26N32,xtal_79,-407.6875,-6.3701171875,db://38/xtal_79.cif,38
Sc6Al26N32,xtal_81,-397.2160339355469,-6.20650053024292,db://38/xtal_81.cif,38
Sc6Al26N32,xtal_87,-406.776123046875,-6.355876922607422,db://38/xtal_87.cif,38
Sc6Al26N32,xtal_88,-411.3929443359375,-6.428014755249023,db://38/xtal_88.cif,38
Sc6Al26N32,xtal_89,-414.8304443359375,-6.481725692749023,db://38/xtal_89.cif,38
Sc6Al26N32,xtal_93,-405.9347839355469,-6.34273099899292,db://38/xtal_93.cif,38
Sc6Al26N32,xtal_96,-419.596435546875,-6.556194305419922,db://38/xtal_96.cif,38
Sc6Al26N32,xtal_1,-425.31488037109375,-6.64554500579834,db://44/xtal_1.cif,44
Sc6Al26N32,xtal_10,-407.5265808105469,-6.367602825164795,db://44/xtal_10.cif,44
Sc6Al26N32,xtal_100,-414.2702941894531,-6.472973346710205,db://44/xtal_100.cif,44
Sc6Al26N32,xtal_12,-407.6598205566406,-6.36968469619751,db://44/xtal_12.cif,44
Sc6Al26N32,xtal_13,-399.29095458984375,-6.238921165466309,db://44/xtal_13.cif,44
Sc6Al26N32,xtal_15,-419.93218994140625,-6.561440467834473,db://44/xtal_15.cif,44
Sc6Al26N32,xtal_16,-393.46795654296875,-6.147936820983887,db://44/xtal_16.cif,44
Sc6Al26N32,xtal_17,-426.59454345703125,-6.665539741516113,db://44/xtal_17.cif,44
Sc6Al26N32,xtal_18,-405.4808654785156,-6.335638523101807,db://44/xtal_18.cif,44
Sc6Al26N32,xtal_19,-385.918701171875,-6.029979705810547,db://44/xtal_19.cif,44
Sc6Al26N32,xtal_2,-404.4314880371094,-6.319242000579834,db://44/xtal_2.cif,44
Sc6Al26N32,xtal_23,-413.8143615722656,-6.46584939956665,db://44/xtal_23.cif,44
Sc6Al26N32,xtal_24,-411.6395568847656,-6.431868076324463,db://44/xtal_24.cif,44
Sc6Al26N32,xtal_25,-395.052978515625,-6.172702789306641,db://44/xtal_25.cif,44
Sc6Al26N32,xtal_27,-409.51531982421875,-6.398676872253418,db://44/xtal_27.cif,44
Sc6Al26N32,xtal_3,-408.2029113769531,-6.378170490264893,db://44/xtal_3.cif,44
Sc6Al26N32,xtal_31,-400.0164489746094,-6.2502570152282715,db://44/xtal_31.cif,44
Sc6Al26N32,xtal_32,-428.9215087890625,-6.701898574829102,db://44/xtal_32.cif,44
Sc6Al26N32,xtal_33,-416.4874572753906,-6.5076165199279785,db://44/xtal_33.cif,44
Sc6Al26N32,xtal_34,-394.0829162597656,-6.157545566558838,db://44/xtal_34.cif,44
Sc6Al26N32,xtal_35,-395.04058837890625,-6.17250919342041,db://44/xtal_35.cif,44
Sc6Al26N32,xtal_37,-389.1693115234375,-6.080770492553711,db://44/xtal_37.cif,44
Sc6Al26N32,xtal_39,-410.6332092285156,-6.416143894195557,db://44/xtal_39.cif,44
Sc6Al26N32,xtal_40,-401.5406799316406,-6.274073123931885,db://44/xtal_40.cif,44
Sc6Al26N32,xtal_44,-394.2935485839844,-6.160836696624756,db://44/xtal_44.cif,44
Sc6Al26N32,xtal_45,-403.6823425292969,-6.307536602020264,db://44/xtal_45.cif,44
Sc6Al26N32,xtal_46,-429.2900390625,-6.7076568603515625,db://44/xtal_46.cif,44
Sc6Al26N32,xtal_47,-386.75970458984375,-6.043120384216309,db://44/xtal_47.cif,44
Sc6Al26N32,xtal_48,-395.0535583496094,-6.1727118492126465,db://44/xtal_48.cif,44
Sc6Al26N32,xtal_5,-445.9735107421875,-6.96833610534668,db://44/xtal_5.cif,44
Sc6Al26N32,xtal_51,-405.29278564453125,-6.332699775695801,db://44/xtal_51.cif,44
Sc6Al26N32,xtal_57,-398.0160827636719,-6.219001293182373,db://44/xtal_57.cif,44
Sc6Al26N32,xtal_58,-388.6085510253906,-6.0720086097717285,db://44/xtal_58.cif,44
Sc6Al26N32,xtal_59,-441.86444091796875,-6.904131889343262,db://44/xtal_59.cif,44
Sc6Al26N32,xtal_6,-388.67010498046875,-6.072970390319824,db://44/xtal_6.cif,44
Sc6Al26N32,xtal_67,-421.75640869140625,-6.589943885803223,db://44/xtal_67.cif,44
Sc6Al26N32,xtal_70,-421.8133850097656,-6.590834140777588,db://44/xtal_70.cif,44
Sc6Al26N32,xtal_76,-430.23406982421875,-6.722407341003418,db://44/xtal_76.cif,44
Sc6Al26N32,xtal_77,-403.4537048339844,-6.303964138031006,db://44/xtal_77.cif,44
Sc6Al26N32,xtal_82,-399.406494140625,-6.240726470947266,db://44/xtal_82.cif,44
Sc6Al26N32,xtal_83,-408.1571960449219,-6.377456188201904,db://44/xtal_83.cif,44
Sc6Al26N32,xtal_84,-435.4698181152344,-6.804215908050537,db://44/xtal_84.cif,44
Sc6Al26N32,xtal_87,-392.67236328125,-6.135505676269531,db://44/xtal_87.cif,44
Sc6Al26N32,xtal_88,-405.8256530761719,-6.3410258293151855,db://44/xtal_88.cif,44
Sc6Al26N32,xtal_89,-408.4294738769531,-6.381710529327393,db://44/xtal_89.cif,44
Sc6Al26N32,xtal_9,-384.5885009765625,-6.009195327758789,db://44/xtal_9.cif,44
Sc6Al26N32,xtal_90,-394.15338134765625,-6.158646583557129,db://44/xtal_90.cif,44
Sc6Al26N32,xtal_93,-406.072021484375,-6.344875335693359,db://44/xtal_93.cif,44
Sc6Al26N32,xtal_99,-384.1655578613281,-6.002586841583252,db://44/xtal_99.cif,44
Sc3Al13N16,xtal_10,-213.8819122314453,-6.683809757232666,db://47/xtal_10.cif,47
Sc3Al13N16,xtal_100,-181.8479766845703,-5.682749271392822,db://47/xtal_100.cif,47
Sc6Al26N32,xtal_11,-385.7782287597656,-6.027784824371338,db://47/xtal_11.cif,47
Sc6Al26N32,xtal_12,-404.04241943359375,-6.313162803649902,db://47/xtal_12.cif,47
Sc3Al13N16,xtal_15,-214.58206176757812,-6.705689430236816,db://47/xtal_15.cif,47
Sc3Al13N16,xtal_17,-207.38233947753906,-6.480698108673096,db://47/xtal_17.cif,47
Sc6Al26N32,xtal_18,-419.09356689453125,-6.548336982727051,db://47/xtal_18.cif,47
Sc3Al13N16,xtal_24,-199.207275390625,-6.225227355957031,db://47/xtal_24.cif,47
Sc3Al13N16,xtal_25,-204.190673828125,-6.380958557128906,db://47/xtal_25.cif,47
Sc3Al13N16,xtal_27,-183.0447998046875,-5.720149993896484,db://47/xtal_27.cif,47
Sc3Al13N16,xtal_28,-199.79820251464844,-6.243693828582764,db://47/xtal_28.cif,47
Sc3Al13N16,xtal_29,-198.00692749023438,-6.187716484069824,db://47/xtal_29.cif,47
Sc6Al26N32,xtal_3,-427.08203125,-6.67315673828125,db://47/xtal_3.cif,47
Sc6Al26N32,xtal_31,-397.25494384765625,-6.207108497619629,db://47/xtal_31.cif,47
Sc3Al13N16,xtal_34,-218.36351013183594,-6.823859691619873,db://47/xtal_34.cif,47
Sc3Al13N16,xtal_37,-211.007568359375,-6.593986511230469,db://47/xtal_37.cif,47
Sc6Al26N32,xtal_4,-419.2557373046875,-6.550870895385742,db://47/xtal_4.cif,47
Sc6Al26N32,xtal_41,-407.2167663574219,-6.362761974334717,db://47/xtal_41.cif,47
Sc6Al26N32,xtal_42,-403.8834533691406,-6.310678958892822,db://47/xtal_42.cif,47
Sc6Al26N32,xtal_43,-401.0543518066406,-6.26647424697876,db://47/xtal_43.cif,47
Sc3Al13N16,xtal_44,-198.98011779785156,-6.218128681182861,db://47/xtal_44.cif,47
Sc6Al26N32,xtal_46,-396.615478515625,-6.197116851806641,db://47/xtal_46.cif,47
Sc3Al13N16,xtal_47,-170.80670166015625,-5.337709426879883,db://47/xtal_47.cif,47
Sc3Al13N16,xtal_49,-208.40089416503906,-6.512527942657471,db://47/xtal_49.cif,47
Sc3Al13N16,xtal_50,-202.71359252929688,-6.334799766540527,db://47/xtal_50.cif,47
Sc3Al13N16,xtal_53,-196.0514373779297,-6.126607418060303,db://47/xtal_53.cif,47
Sc3Al13N16,xtal_57,-196.46949768066406,-6.139671802520752,db://47/xtal_57.cif,47
Sc6Al26N32,xtal_59,-430.0829162597656,-6.720045566558838,db://47/xtal_59.cif,47
Sc3Al13N16,xtal_61,-196.90194702148438,-6.153185844421387,db://47/xtal_61.cif,47
Sc6Al26N32,xtal_62,-404.85980224609375,-6.325934410095215,db://47/xtal_62.cif,47
Sc6Al26N32,xtal_64,-398.2246398925781,-6.222259998321533,db://47/xtal_64.cif,47
Sc3Al13N16,xtal_66,-208.4317169189453,-6.513491153717041,db://47/xtal_66.cif,47
Sc3Al13N16,xtal_68,-186.71141052246094,-5.834731578826904,db://47/xtal_68.cif,47
Sc6Al26N32,xtal_69,-401.8751525878906,-6.279299259185791,db://47/xtal_69.cif,47
Sc3Al13N16,xtal_70,-209.47232055664062,-6.5460100173950195,db://47/xtal_70.cif,47
Sc6Al26N32,xtal_71,-400.78924560546875,-6.262331962585449,db://47/xtal_71.cif,47
Sc6Al26N32,xtal_76,-402.1753845214844,-6.283990383148193,db://47/xtal_76.cif,47
Sc6Al26N32,xtal_77,-406.41949462890625,-6.35030460357666,db://47/xtal_77.cif,47
Sc6Al26N32,xtal_79,-406.8994445800781,-6.357803821563721,db://47/xtal_79.cif,47
Sc6Al26N32,xtal_80,-414.3735046386719,-6.474586009979248,db://47/xtal_80.cif,47
Sc6Al26N32,xtal_81,-416.6406555175781,-6.510010242462158,db://47/xtal_81.cif,47
Sc3Al13N16,xtal_82,-210.1084442138672,-6.56588888168335,db://47/xtal_82.cif,47
Sc3Al13N16,xtal_85,-210.88180541992188,-6.590056419372559,db://47/xtal_85.cif,47
Sc3Al13N16,xtal_87,-198.35446166992188,-6.198576927185059,db://47/xtal_87.cif,47
Sc3Al13N16,xtal_88,-212.9912872314453,-6.655977725982666,db://47/xtal_88.cif,47
Sc6Al26N32,xtal_89,-395.4144287109375,-6.178350448608398,db://47/xtal_89.cif,47
Sc3Al13N16,xtal_94,-211.20895385742188,-6.600279808044434,db://47/xtal_94.cif,47
Sc3Al13N16,xtal_97,-196.40834045410156,-6.137760639190674,db://47/xtal_97.cif,47
Sc6Al26N32,xtal_1,-462.7159729003906,-7.2299370765686035,db://48/xtal_1.cif,48
Sc6Al26N32,xtal_10,-416.17596435546875,-6.502749443054199,db://48/xtal_10.cif,48
Sc6Al26N32,xtal_11,-380.2954406738281,-5.9421162605285645,db://48/xtal_11.cif,48
Sc6Al26N32,xtal_14,-426.0979919433594,-6.65778112411499,db://48/xtal_14.cif,48
Sc6Al26N32,xtal_15,-401.3507080078125,-6.27110481262207,db://48/xtal_15.cif,48
Sc6Al26N32,xtal_16,-428.0095520019531,-6.687649250030518,db://48/xtal_16.cif,48
Sc6Al26N32,xtal_2,-395.7082824707031,-6.182941913604736,db://48/xtal_2.cif,48
Sc6Al26N32,xtal_23,-414.7723083496094,-6.4808173179626465,db://48/xtal_23.cif,48
Sc6Al26N32,xtal_24,-429.9255676269531,-6.717586994171143,db://48/xtal_24.cif,48
Sc6Al26N32,xtal_26,-425.7859802246094,-6.6529059410095215,db://48/xtal_26.cif,48
Sc6Al26N32,xtal_27,-392.4904479980469,-6.132663249969482,db://48/xtal_27.cif,48
Sc6Al26N32,xtal_29,-425.8804931640625,-6.654382705688477,db://48/xtal_29.cif,48
Sc6Al26N32,xtal_3,-406.42633056640625,-6.350411415100098,db://48/xtal_3.cif,48
Sc6Al26N32,xtal_30,-408.6578369140625,-6.385278701782227,db://48/xtal_30.cif,48
Sc6Al26N32,xtal_33,-424.2645568847656,-6.629133701324463,db://48/xtal_33.cif,48
Sc6Al26N32,xtal_37,-435.9571838378906,-6.811830997467041,db://48/xtal_37.cif,48
Sc6Al26N32,xtal_38,-428.88836669921875,-6.701380729675293,db://48/xtal_38.cif,48
Sc6Al26N32,xtal_39,-402.9935607910156,-6.296774387359619,db://48/xtal_39.cif,48
Sc6Al26N32,xtal_40,-391.5520935058594,-6.118001461029053,db://48/xtal_40.cif,48
Sc6Al26N32,xtal_41,-456.06109619140625,-7.125954627990723,db://48/xtal_41.cif,48
Sc6Al26N32,xtal_42,-432.71649169921875,-6.761195182800293,db://48/xtal_42.cif,48
Sc6Al26N32,xtal_46,-435.8040466308594,-6.809438228607178,db://48/xtal_46.cif,48
Sc6Al26N32,xtal_49,-437.65008544921875,-6.838282585144043,db://48/xtal_49.cif,48
Sc6Al26N32,xtal_5,-379.4110107421875,-5.92829704284668,db://48/xtal_5.cif,48
Sc6Al26N32,xtal_50,-372.0729064941406,-5.813639163970947,db://48/xtal_50.cif,48
Sc6Al26N32,xtal_51,-462.7610168457031,-7.230640888214111,db://48/xtal_51.cif,48
Sc6Al26N32,xtal_52,-430.8857727050781,-6.732590198516846,db://48/xtal_52.cif,48
Sc6Al26N32,xtal_55,-412.7430725097656,-6.449110507965088,db://48/xtal_55.cif,48
Sc6Al26N32,xtal_57,-430.9906005859375,-6.734228134155273,db://48/xtal_57.cif,48
Sc6Al26N32,xtal_58,-428.5239562988281,-6.6956868171691895,db://48/xtal_58.cif,48
Sc6Al26N32,xtal_6,-444.111572265625,-6.939243316650391,db://48/xtal_6.cif,48
Sc6Al26N32,xtal_61,-410.0358581542969,-6.406810283660889,db://48/xtal_61.cif,48
Sc6Al26N32,xtal_62,-389.9627685546875,-6.093168258666992,db://48/xtal_62.cif,48
Sc6Al26N32,xtal_64,-434.20556640625,-6.784461975097656,db://48/xtal_64.cif,48
Sc6Al26N32,xtal_65,-402.52044677734375,-6.289381980895996,db://48/xtal_65.cif,48
Sc6Al26N32,xtal_67,-427.5141296386719,-6.679908275604248,db://48/xtal_67.cif,48
Sc6Al26N32,xtal_73,-387.9347839355469,-6.06148099899292,db://48/xtal_73.cif,48
Sc6Al26N32,xtal_74,-425.6829833984375,-6.651296615600586,db://48/xtal_74.cif,48
Sc6Al26N32,xtal_75,-419.1498107910156,-6.549215793609619,db://48/xtal_75.cif,48
Sc6Al26N32,xtal_77,-396.5054931640625,-6.195398330688477,db://48/xtal_77.cif,48
Sc6Al26N32,xtal_8,-444.634765625,-6.947418212890625,db://48/xtal_8.cif,48
Sc6Al26N32,xtal_82,-432.7832946777344,-6.7622389793396,db://48/xtal_82.cif,48
Sc6Al26N32,xtal_84,-442.53668212890625,-6.91463565826416,db://48/xtal_84.cif,48
Sc6Al26N32,xtal_86,-406.14208984375,-6.345970153808594,db://48/xtal_86.cif,48
Sc6Al26N32,xtal_88,-459.3360595703125,-7.177125930786133,db://48/xtal_88.cif,48
Sc6Al26N32,xtal_92,-387.3624267578125,-6.05253791809082,db://48/xtal_92.cif,48
Sc6Al26N32,xtal_95,-408.0476379394531,-6.375744342803955,db://48/xtal_95.cif,48
Sc6Al26N32,xtal_96,-432.4508361816406,-6.757044315338135,db://48/xtal_96.cif,48
Sc6Al26N32,xtal_97,-427.0434875488281,-6.6725544929504395,db://48/xtal_97.cif,48
Sc6Al26N32,xtal_98,-406.2778625488281,-6.3480916023254395,db://48/xtal_98.cif,48
Sc6Al26N32,xtal_1,-402.24169921875,-6.285026550292969,db://49/xtal_1.cif,49
Sc6Al26N32,xtal_10,-419.611083984375,-6.556423187255859,db://49/xtal_10.cif,49
Sc6Al26N32,xtal_100,-433.2774963378906,-6.769960880279541,db://49/xtal_100.cif,49
Sc6Al26N32,xtal_12,-419.255126953125,-6.550861358642578,db://49/xtal_12.cif,49
Sc6Al26N32,xtal_13,-429.9875793457031,-6.718555927276611,db://49/xtal_13.cif,49
Sc6Al26N32,xtal_14,-398.756591796875,-6.230571746826172,db://49/xtal_14.cif,49
Sc6Al26N32,xtal_15,-394.7763977050781,-6.168381214141846,db://49/xtal_15.cif,49
Sc6Al26N32,xtal_16,-424.0494689941406,-6.625772953033447,db://49/xtal_16.cif,49
Sc6Al26N32,xtal_17,-389.946533203125,-6.092914581298828,db://49/xtal_17.cif,49
Sc6Al26N32,xtal_18,-391.66937255859375,-6.119833946228027,db://49/xtal_18.cif,49
Sc6Al26N32,xtal_2,-424.9038391113281,-6.639122486114502,db://49/xtal_2.cif,49
Sc6Al26N32,xtal_21,-416.7281799316406,-6.511377811431885,db://49/xtal_21.cif,49
Sc6Al26N32,xtal_22,-387.77545166015625,-6.058991432189941,db://49/xtal_22.cif,49
Sc6Al26N32,xtal_25,-444.11639404296875,-6.939318656921387,db://49/xtal_25.cif,49
Sc6Al26N32,xtal_26,-400.6711730957031,-6.260487079620361,db://49/xtal_26.cif,49
Sc6Al26N32,xtal_27,-407.1326904296875,-6.361448287963867,db://49/xtal_27.cif,49
Sc6Al26N32,xtal_32,-401.5722961425781,-6.274567127227783,db://49/xtal_32.cif,49
Sc6Al26N32,xtal_33,-418.5959777832031,-6.540562152862549,db://49/xtal_33.cif,49
Sc6Al26N32,xtal_34,-436.4048156738281,-6.8188252449035645,db://49/xtal_34.cif,49
Sc6Al26N32,xtal_35,-398.15850830078125,-6.221226692199707,db://49/xtal_35.cif,49
Sc6Al26N32,xtal_37,-411.23358154296875,-6.425524711608887,db://49/xtal_37.cif,49
Sc6Al26N32,xtal_39,-423.6098937988281,-6.6189045906066895,db://49/xtal_39.cif,49
Sc6Al26N32,xtal_4,-405.32958984375,-6.333274841308594,db://49/xtal_4.cif,49
Sc6Al26N32,xtal_44,-409.2898864746094,-6.3951544761657715,db://49/xtal_44.cif,49
Sc6Al26N32,xtal_45,-409.1175537109375,-6.392461776733398,db://49/xtal_45.cif,49
Sc6Al26N32,xtal_5,-410.30517578125,-6.411018371582031,db://49/xtal_5.cif,49
Sc6Al26N32,xtal_50,-443.3404235839844,-6.927194118499756,db://49/xtal_50.cif,49
Sc6Al26N32,xtal_54,-413.5111389160156,-6.461111545562744,db://49/xtal_54.cif,49
Sc6Al26N32,xtal_57,-418.2533264160156,-6.535208225250244,db://49/xtal_57.cif,49
Sc6Al26N32,xtal_59,-421.14056396484375,-6.580321311950684,db://49/xtal_59.cif,49
Sc6Al26N32,xtal_61,-351.9185791015625,-5.498727798461914,db://49/xtal_61.cif,49
Sc6Al26N32,xtal_62,-423.8493957519531,-6.622646808624268,db://49/xtal_62.cif,49
Sc6Al26N32,xtal_67,-397.4853210449219,-6.210708141326904,db://49/xtal_67.cif,49
Sc6Al26N32,xtal_68,-406.429931640625,-6.350467681884766,db://49/xtal_68.cif,49
Sc6Al26N32,xtal_72,-403.5340270996094,-6.3052191734313965,db://49/xtal_72.cif,49
Sc6Al26N32,xtal_74,-410.6829528808594,-6.416921138763428,db://49/xtal_74.cif,49
Sc6Al26N32,xtal_75,-402.69354248046875,-6.292086601257324,db://49/xtal_75.cif,49
Sc6Al26N32,xtal_77,-402.2978515625,-6.2859039306640625,db://49/xtal_77.cif,49
Sc6Al26N32,xtal_79,-401.0159606933594,-6.26587438583374,db://49/xtal_79.cif,49
Sc6Al26N32,xtal_8,-419.2855224609375,-6.551336288452148,db://49/xtal_8.cif,49
Sc6Al26N32,xtal_81,-426.5048828125,-6.6641387939453125,db://49/xtal_81.cif,49
Sc6Al26N32,xtal_84,-401.5673828125,-6.2744903564453125,db://49/xtal_84.cif,49
Sc6Al26N32,xtal_86,-418.7203369140625,-6.542505264282227,db://49/xtal_86.cif,49
Sc6Al26N32,xtal_87,-382.92974853515625,-5.983277320861816,db://49/xtal_87.cif,49
Sc6Al26N32,xtal_89,-418.97552490234375,-6.546492576599121,db://49/xtal_89.cif,49
Sc6Al26N32,xtal_91,-411.7679443359375,-6.433874130249023,db://49/xtal_91.cif,49
Sc6Al26N32,xtal_93,-408.951904296875,-6.389873504638672,db://49/xtal_93.cif,49
Sc6Al26N32,xtal_94,-395.5976867675781,-6.181213855743408,db://49/xtal_94.cif,49
Sc6Al26N32,xtal_95,-405.2513122558594,-6.332051753997803,db://49/xtal_95.cif,49
Sc6Al26N32,xtal_96,-424.7900390625,-6.6373443603515625,db://49/xtal_96.cif,49
Sc6Al26N32,xtal_11,-415.55401611328125,-6.4930315017700195,db://50/xtal_11.cif,50
Sc6Al26N32,xtal_12,-436.11822509765625,-6.814347267150879,db://50/xtal_12.cif,50
Sc6Al26N32,xtal_15,-399.72967529296875,-6.245776176452637,db://50/xtal_15.cif,50
Sc6Al26N32,xtal_16,-396.89984130859375,-6.201560020446777,db://50/xtal_16.cif,50
Sc6Al26N32,xtal_17,-406.20428466796875,-6.346941947937012,db://50/xtal_17.cif,50
Sc6Al26N32,xtal_18,-411.0232849121094,-6.422238826751709,db://50/xtal_18.cif,50
Sc6Al26N32,xtal_19,-418.458251953125,-6.538410186767578,db://50/xtal_19.cif,50
Sc6Al26N32,xtal_20,-389.1600341796875,-6.080625534057617,db://50/xtal_20.cif,50
Sc6Al26N32,xtal_21,-416.46832275390625,-6.507317543029785,db://50/xtal_21.cif,50
Sc6Al26N32,xtal_22,-437.9751892089844,-6.843362331390381,db://50/xtal_22.cif,50
Sc6Al26N32,xtal_25,-377.2003479003906,-5.8937554359436035,db://50/xtal_25.cif,50
Sc6Al26N32,xtal_26,-385.86077880859375,-6.029074668884277,db://50/xtal_26.cif,50
Sc6Al26N32,xtal_28,-421.062255859375,-6.579097747802734,db://50/xtal_28.cif,50
